ShipmentID,Route No,LegNumber,WasRolled,RolloverReason,PaymentStatus,DocumentSubmitted,WeatherSeverity,PortCongestion,GeoRiskFlag,CarrierNotification,ExternalNewsImpact
SHP110277,R022847,2,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP110278,R022848,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,5,Military,Late Alert,TRUE
SHP110279,R022849,1,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP110280,R022850,1,TRUE,Carrier Overbooking,Overdue,TRUE,Low,8,NA,Late Alert,TRUE
SHP110280,R022851,2,TRUE,Vessel Omission,Overdue,TRUE,Low,5,NA,Late Alert,FALSE
SHP110281,R022852,1,TRUE,Late Document,Overdue,FALSE,Moderate,5,NA,Late Alert,TRUE
SHP110281,R022853,2,FALSE,NA,Overdue,FALSE,Low,4,NA,NA,FALSE
SHP110281,R022854,3,TRUE,Feeder Delay,Overdue,FALSE,Low,7,NA,Late Alert,FALSE
SHP110282,R022855,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP110282,R022856,2,FALSE,NA,Paid,TRUE,High,4,NA,NA,TRUE
SHP110282,R022857,3,TRUE,Feeder Delay,Paid,TRUE,Low,7,NA,Late Alert,TRUE
SHP110283,R022858,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,8,NA,Late Alert,TRUE
SHP110283,R022859,2,TRUE,Late Document,Paid,TRUE,Moderate,4,Protest,Late Alert,TRUE
SHP110283,R022860,3,TRUE,Hub Congestion,Paid,TRUE,Low,3,NA,Late Alert,TRUE
SHP110284,R022861,1,TRUE,Feeder Delay,Pending,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP110284,R022862,2,TRUE,Feeder Delay,Pending,TRUE,Moderate,7,NA,NA,FALSE
SHP110285,R022863,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP110285,R022864,2,FALSE,NA,Paid,TRUE,Moderate,1,NA,NA,FALSE
SHP110286,R022865,1,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP110286,R022866,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP110286,R022867,3,FALSE,NA,Paid,TRUE,Low,3,NA,Late Alert,FALSE
SHP110287,R022868,1,FALSE,NA,Overdue,TRUE,Low,5,NA,NA,FALSE
SHP110287,R022869,2,FALSE,NA,Overdue,TRUE,Low,5,NA,NA,FALSE
SHP110287,R022870,3,TRUE,Feeder Delay,Overdue,TRUE,Low,6,NA,NA,FALSE
SHP110288,R022871,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,8,NA,Blank Sailing,TRUE
SHP110288,R022872,2,TRUE,Hub Congestion,Paid,TRUE,Low,8,NA,Late Alert,FALSE
SHP110289,R022873,1,TRUE,Hub Congestion,Pending,TRUE,Low,4,NA,Blank Sailing,TRUE
SHP110289,R022874,2,FALSE,NA,Pending,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP110290,R022875,1,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP110290,R022876,2,TRUE,Feeder Delay,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP110291,R022877,1,FALSE,NA,Overdue,TRUE,Moderate,1,NA,NA,FALSE
SHP110292,R022878,1,TRUE,Late Document,Paid,TRUE,Low,4,NA,Late Alert,FALSE
SHP110292,R022879,2,TRUE,Feeder Delay,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP110292,R022880,3,TRUE,Carrier Overbooking,Paid,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP110293,R022881,1,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP110293,R022882,2,TRUE,Feeder Delay,Paid,TRUE,Low,7,NA,Blank Sailing,TRUE
SHP110293,R022883,3,FALSE,NA,Paid,TRUE,Moderate,3,NA,NA,FALSE
SHP110294,R022884,1,FALSE,NA,Paid,TRUE,High,5,NA,NA,TRUE
SHP110294,R022885,2,FALSE,NA,Paid,TRUE,Low,4,Strike,NA,TRUE
SHP110295,R022886,1,TRUE,Hub Congestion,Paid,TRUE,Low,2,NA,NA,FALSE
SHP110295,R022887,2,TRUE,Late Document,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP110295,R022888,3,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP110296,R022889,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP110296,R022890,2,FALSE,NA,Paid,TRUE,Low,3,NA,NA,FALSE
SHP110296,R022891,3,TRUE,Hub Congestion,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP110297,R022892,1,TRUE,Late Document,Paid,FALSE,Moderate,5,NA,NA,FALSE
SHP110297,R022893,2,TRUE,Vessel Omission,Paid,FALSE,Moderate,3,NA,Late Alert,FALSE
SHP110298,R022894,1,TRUE,Feeder Delay,Pending,TRUE,Low,6,NA,Late Alert,TRUE
SHP110298,R022895,2,FALSE,NA,Pending,TRUE,Low,3,NA,NA,FALSE
SHP110298,R022896,3,TRUE,Feeder Delay,Pending,TRUE,Low,6,NA,Late Alert,FALSE
SHP110299,R022897,1,FALSE,NA,Pending,FALSE,Low,4,NA,NA,FALSE
SHP110299,R022898,2,FALSE,NA,Pending,FALSE,Low,7,Strike,NA,TRUE
SHP110300,R022899,1,TRUE,Customs Hold,Pending,TRUE,Moderate,6,NA,Blank Sailing,TRUE
SHP110300,R022900,2,TRUE,Late Document,Pending,TRUE,Low,7,NA,NA,FALSE
SHP110300,R022901,3,TRUE,Feeder Delay,Pending,TRUE,Moderate,9,NA,NA,TRUE
SHP110301,R022902,1,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP110301,R022903,2,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP110301,R022904,3,TRUE,Vessel Omission,Paid,TRUE,Low,7,NA,NA,FALSE
SHP110302,R022905,1,FALSE,NA,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP110302,R022906,2,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP110302,R022907,3,TRUE,Late Document,Paid,TRUE,High,10,NA,Blank Sailing,TRUE
SHP110303,R022908,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP110303,R022909,2,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP110304,R022910,1,TRUE,Feeder Delay,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP110304,R022911,2,TRUE,Vessel Omission,Paid,TRUE,Moderate,7,NA,NA,FALSE
SHP110304,R022912,3,FALSE,NA,Paid,TRUE,Moderate,5,NA,NA,FALSE
SHP110305,R022913,1,TRUE,Late Document,Paid,FALSE,High,3,NA,Late Alert,TRUE
SHP110305,R022914,2,TRUE,Feeder Delay,Paid,FALSE,Low,5,NA,Late Alert,FALSE
SHP110305,R022915,3,FALSE,NA,Paid,FALSE,Moderate,3,NA,NA,FALSE
SHP110306,R022916,1,TRUE,Carrier Overbooking,Pending,TRUE,Low,8,NA,Late Alert,FALSE
SHP110307,R022917,1,TRUE,Late Document,Paid,TRUE,Moderate,7,NA,Late Alert,FALSE
SHP110307,R022918,2,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP110308,R022919,1,TRUE,Customs Hold,Pending,TRUE,Low,3,NA,Late Alert,FALSE
SHP110308,R022920,2,TRUE,Carrier Overbooking,Pending,TRUE,Moderate,8,NA,Blank Sailing,TRUE
SHP110308,R022921,3,TRUE,Hub Congestion,Pending,TRUE,Moderate,6,NA,Blank Sailing,TRUE
SHP110309,R022922,1,TRUE,Late Document,Paid,FALSE,Moderate,9,Strike,Late Alert,TRUE
SHP110310,R022923,1,TRUE,Customs Hold,Paid,TRUE,Low,6,NA,NA,FALSE
SHP110310,R022924,2,FALSE,NA,Paid,TRUE,Low,8,NA,Late Alert,FALSE
SHP110310,R022925,3,FALSE,NA,Paid,TRUE,Moderate,6,NA,NA,FALSE
SHP110311,R022926,1,TRUE,Hub Congestion,Overdue,TRUE,High,10,Strike,Blank Sailing,TRUE
SHP110311,R022927,2,FALSE,NA,Overdue,TRUE,Moderate,8,NA,Blank Sailing,TRUE
SHP110311,R022928,3,TRUE,Feeder Delay,Overdue,TRUE,Low,5,NA,Late Alert,FALSE
SHP110312,R022929,1,FALSE,NA,Paid,TRUE,Moderate,7,NA,NA,FALSE
SHP110313,R022930,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP110313,R022931,2,FALSE,NA,Paid,TRUE,High,5,NA,NA,TRUE
SHP110314,R022932,1,TRUE,Late Document,Paid,FALSE,Moderate,7,NA,NA,FALSE
SHP110315,R022933,1,FALSE,NA,Paid,TRUE,Low,7,NA,NA,TRUE
SHP110316,R022934,1,TRUE,Customs Hold,Paid,TRUE,Low,5,NA,Blank Sailing,TRUE
SHP110317,R022935,1,TRUE,Late Document,Paid,FALSE,High,5,NA,Blank Sailing,TRUE
SHP110317,R022936,2,FALSE,NA,Paid,FALSE,High,6,NA,NA,TRUE
SHP110317,R022937,3,TRUE,Feeder Delay,Paid,FALSE,Low,8,NA,Late Alert,TRUE
SHP110318,R022938,1,TRUE,Hub Congestion,Overdue,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP110318,R022939,2,FALSE,NA,Overdue,TRUE,Low,6,NA,NA,FALSE
SHP110318,R022940,3,FALSE,NA,Overdue,TRUE,Moderate,4,NA,NA,FALSE
SHP110319,R022941,1,TRUE,Hub Congestion,Paid,TRUE,Low,8,NA,Late Alert,FALSE
SHP110319,R022942,2,TRUE,Hub Congestion,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP110320,R022943,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP110321,R022944,1,FALSE,NA,Paid,TRUE,Low,8,NA,Blank Sailing,TRUE
SHP110321,R022945,2,TRUE,Feeder Delay,Paid,TRUE,Low,6,Protest,Late Alert,TRUE
SHP110321,R022946,3,FALSE,NA,Paid,TRUE,Moderate,7,NA,NA,FALSE
SHP110322,R022947,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,7,Embargo,Blank Sailing,TRUE
SHP110322,R022948,2,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,3,NA,NA,FALSE
SHP110322,R022949,3,TRUE,Feeder Delay,Paid,TRUE,Moderate,5,Embargo,Late Alert,TRUE
SHP110323,R022950,1,TRUE,Hub Congestion,Overdue,TRUE,Low,7,NA,Late Alert,FALSE
SHP110323,R022951,2,TRUE,Feeder Delay,Overdue,TRUE,Moderate,4,NA,Blank Sailing,TRUE
SHP110324,R022952,1,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP110325,R022953,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,7,Embargo,Blank Sailing,TRUE
SHP110326,R022954,1,TRUE,Late Document,Paid,FALSE,Low,5,NA,Blank Sailing,TRUE
SHP110327,R022955,1,TRUE,Late Document,Paid,FALSE,High,10,NA,Late Alert,TRUE
SHP110327,R022956,2,TRUE,Carrier Overbooking,Paid,FALSE,Moderate,7,NA,NA,FALSE
SHP110327,R022957,3,TRUE,Feeder Delay,Paid,FALSE,Moderate,9,NA,Blank Sailing,TRUE
SHP110328,R022958,1,TRUE,Late Document,Paid,FALSE,Low,5,NA,Late Alert,FALSE
SHP110328,R022959,2,FALSE,NA,Paid,FALSE,Low,4,NA,NA,FALSE
SHP110329,R022960,1,FALSE,NA,Pending,TRUE,Moderate,8,NA,Blank Sailing,TRUE
SHP110329,R022961,2,FALSE,NA,Pending,TRUE,Low,4,NA,NA,FALSE
SHP110330,R022962,1,FALSE,NA,Paid,TRUE,Low,4,NA,Late Alert,FALSE
SHP110330,R022963,2,TRUE,Feeder Delay,Paid,TRUE,Low,8,NA,Late Alert,FALSE
SHP110330,R022964,3,TRUE,Late Document,Paid,TRUE,High,6,NA,Late Alert,TRUE
SHP110331,R022965,1,TRUE,Late Document,Paid,TRUE,High,4,NA,Late Alert,TRUE
SHP110331,R022966,2,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP110332,R022967,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,7,Embargo,Late Alert,TRUE
SHP110333,R022968,1,FALSE,NA,Paid,TRUE,Moderate,2,NA,Late Alert,TRUE
SHP110333,R022969,2,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP110333,R022970,3,FALSE,NA,Paid,TRUE,Moderate,7,NA,NA,FALSE
SHP110334,R022971,1,TRUE,Late Document,Paid,FALSE,Moderate,6,NA,Late Alert,FALSE
SHP110334,R022972,2,TRUE,Feeder Delay,Paid,FALSE,Low,6,NA,Late Alert,FALSE
SHP110334,R022973,3,TRUE,Feeder Delay,Paid,FALSE,Moderate,5,NA,NA,FALSE
SHP110335,R022974,1,TRUE,Hub Congestion,Overdue,TRUE,High,10,NA,Late Alert,TRUE
SHP110335,R022975,2,FALSE,NA,Overdue,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP110335,R022976,3,TRUE,Feeder Delay,Overdue,TRUE,Low,5,NA,Late Alert,FALSE
SHP110336,R022977,1,TRUE,Hub Congestion,Pending,TRUE,High,3,NA,Late Alert,TRUE
SHP110337,R022978,1,FALSE,NA,Overdue,TRUE,High,8,NA,NA,TRUE
SHP110337,R022979,2,TRUE,Hub Congestion,Overdue,TRUE,High,9,NA,Blank Sailing,TRUE
SHP110337,R022980,3,TRUE,Late Document,Overdue,TRUE,Moderate,4,NA,Late Alert,FALSE
SHP110338,R022981,1,TRUE,Hub Congestion,Pending,TRUE,Low,8,NA,Late Alert,FALSE
SHP110338,R022982,2,TRUE,Late Document,Pending,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP110338,R022983,3,FALSE,NA,Pending,TRUE,Moderate,1,NA,NA,FALSE
SHP110339,R022984,1,TRUE,Hub Congestion,Overdue,TRUE,High,10,NA,Late Alert,TRUE
SHP110340,R022985,1,TRUE,Hub Congestion,Overdue,TRUE,Moderate,9,Military,NA,TRUE
SHP110340,R022986,2,TRUE,Hub Congestion,Overdue,TRUE,High,10,NA,Late Alert,TRUE
SHP110341,R022987,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP110342,R022988,1,TRUE,Late Document,Pending,FALSE,Moderate,7,NA,NA,FALSE
SHP110342,R022989,2,FALSE,NA,Pending,FALSE,Low,6,NA,NA,FALSE
SHP110342,R022990,3,TRUE,Feeder Delay,Pending,FALSE,Low,8,NA,Late Alert,FALSE
SHP110343,R022991,1,FALSE,NA,Paid,TRUE,Moderate,3,NA,NA,FALSE
SHP110343,R022992,2,FALSE,NA,Paid,TRUE,Low,4,NA,NA,TRUE
SHP110343,R022993,3,TRUE,Feeder Delay,Paid,TRUE,Low,8,NA,NA,FALSE
SHP110344,R022994,1,FALSE,NA,Pending,TRUE,Low,6,NA,NA,FALSE
SHP110344,R022995,2,FALSE,NA,Pending,TRUE,Moderate,2,NA,NA,FALSE
SHP110344,R022996,3,TRUE,Late Document,Pending,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP110345,R022997,1,TRUE,Feeder Delay,Pending,TRUE,Low,7,NA,Late Alert,FALSE
SHP110345,R022998,2,FALSE,NA,Pending,TRUE,Low,6,NA,NA,TRUE
SHP110346,R022999,1,TRUE,Late Document,Overdue,FALSE,Low,7,NA,Late Alert,FALSE
SHP110346,R023000,2,TRUE,Late Document,Overdue,FALSE,Moderate,7,NA,Late Alert,FALSE
SHP110347,R023001,1,TRUE,Hub Congestion,Pending,TRUE,High,10,NA,NA,TRUE
SHP110347,R023002,2,FALSE,NA,Pending,TRUE,High,8,NA,NA,TRUE
SHP110348,R023003,1,FALSE,NA,Paid,TRUE,Low,7,Military,NA,TRUE
SHP110348,R023004,2,TRUE,Feeder Delay,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP110348,R023005,3,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP110349,R023006,1,TRUE,Feeder Delay,Paid,TRUE,Moderate,7,NA,Late Alert,FALSE
SHP110349,R023007,2,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP110349,R023008,3,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP110350,R023009,1,FALSE,NA,Paid,TRUE,Low,3,NA,NA,FALSE
SHP110350,R023010,2,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP110350,R023011,3,FALSE,NA,Paid,TRUE,Moderate,8,Strike,NA,TRUE
SHP110351,R023012,1,TRUE,Carrier Overbooking,Overdue,TRUE,Low,8,NA,Late Alert,FALSE
SHP110351,R023013,2,FALSE,NA,Overdue,TRUE,Low,5,NA,Late Alert,FALSE
SHP110351,R023014,3,FALSE,NA,Overdue,TRUE,Moderate,6,NA,NA,FALSE
SHP110352,R023015,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,8,NA,NA,FALSE
SHP110352,R023016,2,TRUE,Feeder Delay,Pending,TRUE,High,10,NA,Late Alert,TRUE
SHP110352,R023017,3,FALSE,NA,Pending,TRUE,Low,4,NA,NA,FALSE
SHP110353,R023018,1,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,7,Military,NA,TRUE
SHP110353,R023019,2,TRUE,Hub Congestion,Paid,TRUE,High,9,NA,Late Alert,TRUE
SHP110353,R023020,3,TRUE,Feeder Delay,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP110354,R023021,1,TRUE,Carrier Overbooking,Pending,TRUE,Low,8,NA,Late Alert,FALSE
SHP110355,R023022,1,TRUE,Feeder Delay,Paid,TRUE,Moderate,7,NA,Blank Sailing,TRUE
SHP110355,R023023,2,TRUE,Late Document,Paid,TRUE,Low,3,NA,Late Alert,FALSE
SHP110356,R023024,1,FALSE,NA,Paid,TRUE,Moderate,6,NA,NA,FALSE
SHP110356,R023025,2,FALSE,NA,Paid,TRUE,Moderate,6,NA,NA,FALSE
SHP110357,R023026,1,TRUE,Late Document,Paid,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP110358,R023027,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP110359,R023028,1,FALSE,NA,Pending,TRUE,Moderate,8,NA,NA,FALSE
SHP110359,R023029,2,FALSE,NA,Pending,TRUE,High,6,NA,NA,TRUE
SHP110359,R023030,3,TRUE,Feeder Delay,Pending,TRUE,High,7,NA,Late Alert,TRUE
SHP110360,R023031,1,TRUE,Customs Hold,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP110360,R023032,2,TRUE,Customs Hold,Paid,TRUE,Low,4,NA,Late Alert,FALSE
SHP110361,R023033,1,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP110361,R023034,2,TRUE,Late Document,Paid,TRUE,Moderate,4,NA,Late Alert,FALSE
SHP110361,R023035,3,FALSE,NA,Paid,TRUE,Low,4,NA,Blank Sailing,TRUE
SHP110362,R023036,1,TRUE,Late Document,Paid,FALSE,Low,8,NA,Blank Sailing,TRUE
SHP110363,R023037,1,TRUE,Hub Congestion,Paid,TRUE,Low,5,NA,NA,FALSE
SHP110364,R023038,1,TRUE,Late Document,Pending,FALSE,Moderate,6,NA,NA,FALSE
SHP110364,R023039,2,TRUE,Feeder Delay,Pending,FALSE,Moderate,9,NA,Late Alert,TRUE
SHP110364,R023040,3,TRUE,Feeder Delay,Pending,FALSE,Low,4,Embargo,Blank Sailing,TRUE
SHP110365,R023041,1,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP110365,R023042,2,FALSE,NA,Paid,TRUE,Low,4,NA,NA,FALSE
SHP110366,R023043,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,5,Embargo,Blank Sailing,TRUE
SHP110367,R023044,1,FALSE,NA,Pending,TRUE,Low,6,NA,Late Alert,FALSE
SHP110368,R023045,1,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Blank Sailing,TRUE
SHP110369,R023046,1,FALSE,NA,Paid,TRUE,Moderate,7,NA,Late Alert,FALSE
SHP110370,R023047,1,TRUE,Customs Hold,Pending,TRUE,High,7,NA,Late Alert,TRUE
SHP110370,R023048,2,TRUE,Late Document,Pending,TRUE,High,9,NA,Blank Sailing,TRUE
SHP110371,R023049,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP110371,R023050,2,TRUE,Vessel Omission,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP110371,R023051,3,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP110372,R023052,1,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP110372,R023053,2,TRUE,Hub Congestion,Paid,TRUE,Low,8,NA,NA,FALSE
SHP110372,R023054,3,TRUE,Feeder Delay,Paid,TRUE,Low,4,NA,Late Alert,FALSE
SHP110373,R023055,1,FALSE,NA,Paid,TRUE,Moderate,7,Military,NA,TRUE
SHP110373,R023056,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP110374,R023057,1,FALSE,NA,Paid,FALSE,Low,7,NA,NA,TRUE
SHP110375,R023058,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,9,NA,Blank Sailing,TRUE
SHP110375,R023059,2,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP110375,R023060,3,TRUE,Feeder Delay,Paid,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP110376,R023061,1,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP110376,R023062,2,FALSE,NA,Paid,TRUE,Moderate,4,NA,NA,FALSE
SHP110376,R023063,3,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP110377,R023064,1,TRUE,Hub Congestion,Overdue,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP110377,R023065,2,TRUE,Hub Congestion,Overdue,TRUE,Low,3,NA,Blank Sailing,TRUE
SHP110378,R023066,1,FALSE,NA,Paid,FALSE,Low,4,NA,NA,FALSE
SHP110378,R023067,2,FALSE,NA,Paid,FALSE,Moderate,3,NA,Blank Sailing,TRUE
SHP110378,R023068,3,FALSE,NA,Paid,FALSE,Moderate,8,NA,NA,FALSE
SHP110379,R023069,1,FALSE,NA,Paid,TRUE,Low,5,NA,NA,FALSE
SHP110379,R023070,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,1,NA,Late Alert,FALSE
SHP110379,R023071,3,FALSE,NA,Paid,TRUE,Low,6,Strike,NA,TRUE
SHP110380,R023072,1,FALSE,NA,Paid,TRUE,Low,7,NA,Late Alert,FALSE
SHP110381,R023073,1,FALSE,NA,Overdue,FALSE,High,5,NA,NA,TRUE
SHP110381,R023074,2,TRUE,Feeder Delay,Overdue,FALSE,Moderate,9,NA,Late Alert,TRUE
SHP110381,R023075,3,TRUE,Feeder Delay,Overdue,FALSE,Low,3,NA,Blank Sailing,TRUE
SHP110382,R023076,1,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP110382,R023077,2,TRUE,Feeder Delay,Paid,TRUE,Moderate,2,NA,Late Alert,FALSE
SHP110382,R023078,3,TRUE,Feeder Delay,Paid,TRUE,High,10,NA,Late Alert,TRUE
SHP110383,R023079,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,5,NA,Late Alert,FALSE
SHP110383,R023080,2,TRUE,Hub Congestion,Paid,TRUE,Low,6,Military,NA,TRUE
SHP110383,R023081,3,FALSE,NA,Paid,TRUE,Low,7,NA,NA,FALSE
SHP110384,R023082,1,TRUE,Carrier Overbooking,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP110384,R023083,2,FALSE,NA,Paid,TRUE,Low,8,NA,Late Alert,TRUE
SHP110385,R023084,1,TRUE,Hub Congestion,Pending,TRUE,High,10,NA,Late Alert,TRUE
SHP110385,R023085,2,TRUE,Feeder Delay,Pending,TRUE,Moderate,9,NA,Late Alert,TRUE
SHP110385,R023086,3,TRUE,Hub Congestion,Pending,TRUE,High,10,Protest,Late Alert,TRUE
SHP110386,R023087,1,TRUE,Customs Hold,Paid,TRUE,Moderate,3,NA,Late Alert,FALSE
SHP110386,R023088,2,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,8,NA,Late Alert,FALSE
SHP110386,R023089,3,FALSE,NA,Paid,TRUE,Low,8,NA,NA,FALSE
SHP110387,R023090,1,TRUE,Carrier Overbooking,Pending,TRUE,Low,7,NA,Blank Sailing,TRUE
SHP110388,R023091,1,TRUE,Carrier Overbooking,Pending,TRUE,Low,8,NA,Blank Sailing,TRUE
SHP110389,R023092,1,TRUE,Late Document,Paid,FALSE,Low,8,NA,Blank Sailing,TRUE
SHP110389,R023093,2,TRUE,Feeder Delay,Paid,FALSE,High,8,NA,Late Alert,TRUE
SHP110390,R023094,1,FALSE,NA,Pending,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP110391,R023095,1,TRUE,Customs Hold,Paid,TRUE,Moderate,8,NA,Late Alert,FALSE
SHP110391,R023096,2,TRUE,Carrier Overbooking,Paid,TRUE,Moderate,1,NA,Late Alert,TRUE
SHP110391,R023097,3,TRUE,Feeder Delay,Paid,TRUE,High,7,NA,Late Alert,TRUE
SHP110392,R023098,1,FALSE,NA,Overdue,TRUE,Low,8,NA,NA,FALSE
SHP110392,R023099,2,TRUE,Feeder Delay,Overdue,TRUE,High,10,NA,Late Alert,TRUE
SHP110392,R023100,3,TRUE,Customs Hold,Overdue,TRUE,Low,7,NA,Late Alert,FALSE
SHP110393,R023101,1,TRUE,Late Document,Paid,FALSE,Low,5,NA,Late Alert,FALSE
SHP110394,R023102,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,8,NA,Late Alert,FALSE
SHP110395,R023103,1,TRUE,Customs Hold,Paid,TRUE,Low,8,Embargo,Late Alert,TRUE
SHP110395,R023104,2,FALSE,NA,Paid,TRUE,Moderate,8,NA,NA,FALSE
SHP110396,R023105,1,FALSE,NA,Pending,TRUE,Moderate,7,NA,NA,FALSE
SHP110396,R023106,2,FALSE,NA,Pending,TRUE,High,5,NA,NA,TRUE
SHP110396,R023107,3,TRUE,Feeder Delay,Pending,TRUE,Low,3,NA,Late Alert,FALSE
SHP110397,R023108,1,TRUE,Hub Congestion,Paid,TRUE,Moderate,6,NA,Late Alert,FALSE
SHP110397,R023109,2,TRUE,Feeder Delay,Paid,TRUE,Low,5,NA,Late Alert,FALSE
SHP110397,R023110,3,FALSE,NA,Paid,TRUE,Low,6,NA,NA,FALSE
SHP110398,R023111,1,TRUE,Hub Congestion,Paid,TRUE,High,10,NA,Blank Sailing,TRUE
SHP110398,R023112,2,FALSE,NA,Paid,TRUE,Moderate,5,NA,NA,FALSE
SHP110399,R023113,1,TRUE,Hub Congestion,Paid,TRUE,Low,6,NA,Late Alert,FALSE
SHP110399,R023114,2,FALSE,NA,Paid,TRUE,Low,4,Military,NA,TRUE
SHP110399,R023115,3,TRUE,Feeder Delay,Paid,TRUE,Low,7,Military,NA,TRUE
SHP110400,R023116,1,TRUE,Late Document,Pending,TRUE,Low,7,NA,Late Alert,FALSE
SHP110401,R023117,1,TRUE,Hub Congestion,Overdue,TRUE,High,10,Protest,Late Alert,TRUE
SHP110402,R023118,1,TRUE,Hub Congestion,Pending,TRUE,Moderate,9,NA,NA,TRUE
SHP110402,R023119,2,FALSE,NA,Pending,TRUE,Moderate,6,NA,NA,FALSE
